#,id,created,deleted,last_updated,uuid_str,name_bn,name_en,created_by_id,updated_by_id,upazila_id,bbs_code,bbs_code_3digit,is_updated,municipality_id,weight
1,312,2020-01-28 22:54:37,false,2020-06-03 18:41:18,d22df6c6-b618-48ea-820f-9d9fcedc78f1,দাইপুখুরিয়া,Daipukhuria,,,364,17,210,1,,0
2,323,2020-01-28 22:54:37,false,2020-06-03 18:41:19,26ad409d-216d-416f-a763-4a38e2a05a6e,শ্যামপুর,Shyampur,,,364,89,732,1,,0
3,327,2020-01-28 22:54:37,false,2020-06-03 17:43:20,a94563ca-b3f9-4f06-8ca3-f081bc93e767,একদন্ত,Ekdanta,,,365,47,243,1,,0
4,330,2020-01-28 22:54:37,false,2020-06-03 17:43:20,d073d7ef-c7a0-4ccb-b4d8-21c2f3fa0958,চাকলা,Chakla,,,366,15,175,1,,0
5,364,2020-01-28 22:54:37,false,2020-06-03 17:43:25,799fe6e4-6a54-4d9e-81dd-7868fa4a9ab1,মুলাডুলি,Muladuli,,,370,42,507,1,,0
6,365,2020-01-28 22:54:37,false,2020-06-03 17:43:26,cdc79464-96c4-4d63-bbb9-8a26290485fd,পাকশী,Pakshi,,,370,52,607,1,,0
7,366,2020-01-28 22:54:37,false,2020-06-03 17:43:26,d777ef2c-4fe4-4324-82a6-99bd888b9931,সাহাপুর,Sahapur,,,370,63,707,1,,0
8,380,2020-01-28 22:54:37,false,2020-06-03 17:43:28,83040849-8ac7-45a9-b080-7f3dced9b05d,ভুলবাড়িয়া,Bhulbaria,,,372,17,142,1,,0
9,381,2020-01-28 22:54:37,false,2020-06-03 17:43:28,9b5e8350-b0dc-482d-bcf7-35a91427e635,ধোপাদহ,Dhopadaha,,,372,25,209,1,,0
10,382,2020-01-28 22:54:37,false,2020-06-03 17:43:28,d84534b3-28fb-483e-9d51-7be64d4a2248,ধুলাউড়ি,Dhulauri,,,372,34,218,1,,0
11,384,2020-01-28 22:54:37,false,2020-06-03 17:43:29,47fc73d7-ff0e-44eb-9f5b-46f520b50841,করঞ্জা,Karanja,,,372,51,443,1,,0
12,385,2020-01-28 22:54:37,false,2020-06-03 17:43:29,f9583ce4-bc27-4eec-8d3b-a04edc0183d9,কাশীনাথপুর,Kashinathpur,,,372,60,452,1,,0
13,387,2020-01-28 22:54:37,false,2020-06-03 17:43:29,1a996fa8-172b-492f-ab1e-4b82ccf3e038,নাগডেমরা,Nagdemra,,,372,77,545,1,,0
14,432,2020-01-28 22:54:38,false,2020-06-03 18:41:21,f4538619-636b-4fec-80fa-8b31dce6e4e5,মারিয়া,Maria,,,377,71,509,1,,0
15,436,2020-01-28 22:54:38,false,2020-06-03 17:43:38,cf07979f-0419-4542-9616-63c22e02894c,দেওপাড়া,Deopara,,,378,28,210,1,,0
16,438,2020-01-28 22:54:38,false,2020-06-03 17:43:38,cff1af28-12e4-4d4b-9bec-564f380096ae,গোগ্রাম,Gogram,,,378,47,319,1,,0
17,458,2020-01-28 22:54:38,false,2020-06-03 17:43:45,607573f2-2124-4bef-ac04-877e154d10eb,বেলপুকুরিয়া,Belpukuria,,,381,27,151,1,,0
18,471,2020-01-28 22:54:38,false,2020-06-03 17:43:51,43d53e40-8bdf-4517-87a2-3a316b18baf4,বেলকুচি,Belkuchi,,,383,27,151,1,,0
19,539,2020-01-28 22:54:39,false,2020-06-03 17:50:10,d1af6b21-3727-49d7-b4cf-fc829b998596,বাঙ্গালা,Bangala,,,664,12,142,1,,0
20,561,2020-01-28 22:54:39,false,2020-06-03 17:44:03,9bc87a1c-1ada-42ef-a9e5-fd8d88daaccf,মোহাম্মদপুর,Mohammadpur,,,393,25,515,1,,0
21,562,2020-01-28 22:54:39,false,2020-06-03 17:44:03,a8496b66-7aa4-4d1c-9658-863d44069829,মোহনপুর,Mohanpur,,,393,34,524,1,,0
22,564,2020-01-28 22:54:39,false,2020-06-03 17:44:04,31a30701-c6d8-40e2-a4b2-801a0816e3cb,পলাশবাড়ি,Palashbari,,,394,80,612,1,,0
23,582,2020-01-28 22:54:39,false,2020-06-03 17:44:06,c0049f12-9653-463d-a617-104828c128ec,আটগাঁও,Atgaon,,,395,13,109,1,,0
24,588,2020-01-28 22:54:39,false,2020-06-03 17:44:07,a1199c40-0356-4c4a-bf21-075a689895a9,আব্দুলপুর,Abdulpur,,,396,13,109,1,,0
25,594,2020-01-28 22:54:39,false,2020-06-03 17:44:07,907f5713-5264-4ec1-b4cd-960780245d7d,ইসবপুর,Isabpur,,,396,55,379,1,,0
26,607,2020-01-28 22:54:40,false,2020-06-03 17:44:09,772bc521-55cc-45e0-82ef-20348aab9826,ঘোড়াঘাট,Ghoraghat,,,398,38,308,1,,0
27,614,2020-01-28 22:54:40,false,2020-06-03 17:44:11,2724bf1b-fd65-4474-8191-4466d95a5e23,মুকুন্দপুর,Mukundapur,,,400,31,506,1,,0
28,615,2020-01-28 22:54:40,false,2020-06-03 17:44:11,f9ebc463-7d81-48ae-8c51-bc7771156466,রামচন্দ্রপুর,Ramchandrapur,,,400,47,672,1,,0
29,616,2020-01-28 22:54:40,false,2020-06-03 17:44:11,737a0927-552f-4f7e-b6eb-205a89969732,রসুলপুর,Rasulpur,,,400,63,681,1,,0
30,617,2020-01-28 22:54:40,false,2020-06-03 17:44:11,59ac333a-2224-4dd9-98bf-240a21a4cb21,সুন্দরপুর,Sundarpur,,,400,79,707,1,,0
31,618,2020-01-28 22:54:40,false,2020-06-03 17:44:11,24b20d8e-41d8-49a2-a993-c8d08f869648,তাড়গাঁও,Targaon,,,400,94,741,1,,0
32,619,2020-01-28 22:54:40,false,2020-06-03 17:44:11,d5f2bfe5-0ca9-427d-8353-db2898a69910,আলোকঝাড়ী,Alokjhari,,,401,15,109,1,,0
33,621,2020-01-28 22:54:40,false,2020-06-03 17:44:11,309ac4a2-b392-4985-bd28-f3de25922d32,ভাবকী,Bhabki,,,401,47,144,1,,0
34,622,2020-01-28 22:54:40,false,2020-06-03 17:44:11,a7d404a1-6c40-4019-bd40-6fe045064c71,ভেড়ভেড়ী,Bherbheri,,,401,63,153,1,,0
35,623,2020-01-28 22:54:40,false,2020-06-03 17:44:11,2dad793a-3c46-4c58-b4d0-ef8d34bf49c2,গোয়ালডিহি,Goaldihi,,,401,79,311,1,,0
36,627,2020-01-28 22:54:40,false,2020-06-03 17:44:13,5f979659-4ccd-4c94-a800-8b6055a0664f,গোলাপগঞ্জ,Golapganj,,,402,43,310,1,,0
37,628,2020-01-28 22:54:40,false,2020-06-03 17:44:13,056cdbd4-a029-4727-83e9-3599ffebfaa0,জয়পুর,Joypur,,,402,51,410,1,,0
38,635,2020-01-28 22:54:40,false,2020-06-03 17:44:13,40a42f0d-563a-4a80-b5f4-8a13da513df8,চণ্ডীপুর,Chandipur,,,403,17,176,1,,0
39,636,2020-01-28 22:54:40,false,2020-06-03 17:44:14,e7861f8f-5f6c-46f5-937f-7bc5d1d50d8f,হাবড়া,Habra,,,403,25,342,1,,0
40,637,2020-01-28 22:54:40,false,2020-06-03 17:44:14,47de5f70-9104-4641-8b88-94cfe9c36be4,হামিদপুর,Hamidpur,,,403,34,351,1,,0
41,638,2020-01-28 22:54:40,false,2020-06-03 17:44:14,5a98b8a2-359a-4be1-bec2-fd5dea991770,হরিরামপুর,Harirampur,,,403,43,360,1,,0
42,641,2020-01-28 22:54:40,false,2020-06-03 17:44:14,c813febc-4232-4626-b36d-b318cd882763,মোস্তফাপুর,Mostafapur,,,403,69,528,1,,0
43,642,2020-01-28 22:54:40,false,2020-06-03 17:44:14,3d517b83-7b01-4f98-9528-79e33e158088,পলাশবাড়ি,Palashbari,,,403,77,612,1,,0
44,644,2020-01-28 22:54:40,false,2020-06-03 17:44:11,82ef19e9-eaa8-46bc-819e-86fcc1dcc1ac,আস্করপুর,Askarpur,,,404,16,109,1,,0
45,645,2020-01-28 22:54:40,false,2020-06-03 17:44:11,5fda3b28-4a53-4364-8595-11cc52ca4827,আউলিয়াপুর,Auliapur,,,404,17,118,1,,0
46,646,2020-01-28 22:54:40,false,2020-06-03 17:44:11,0022ffae-2112-4f52-9ead-97b7b80ecdef,চেহেলগাজী,Chehelgazi,,,404,25,177,1,,0
47,647,2020-01-28 22:54:40,false,2020-06-03 17:44:12,24bfb5b5-3cc6-48f8-b247-e324d93ad464,ফাজিলপুর,Fazilpur,,,404,34,277,1,,0
48,648,2020-01-28 22:54:40,false,2020-06-03 17:44:12,bb765a7e-78ec-4592-9308-a4cb51930f88,কমলপুর,Kamalpur,,,404,43,443,1,,0
49,649,2020-01-28 22:54:40,false,2020-06-03 17:44:12,e2ee7e9b-70d7-4ebc-99a4-cc2441ff76dd,শঙ্করপুর,Shankarpur,,,404,60,708,1,,0
50,650,2020-01-28 22:54:40,false,2020-06-03 17:44:12,083dd6f8-21de-41c6-8d77-ac2b8d7c88d5,শশরা,Shashara,,,404,69,717,1,,0
51,652,2020-01-28 22:54:40,false,2020-06-03 17:44:12,1ab3c861-b69f-45d3-918f-bc7ebf3f41b8,সুন্দরবন,Sundarban,,,404,86,735,1,,0
52,657,2020-01-28 22:54:40,false,2020-06-03 17:44:15,8cd3e0bf-9bfd-4bcf-b5fc-04feae87b69d,গজারিয়া,Gazaria,,,405,47,310,1,,0
53,697,2020-01-28 22:54:40,false,2020-06-03 17:44:19,3a4e7c59-e528-42c6-83d3-c7da38c05725,মনোহরপুর,Manoharpur,,,408,66,519,1,,0
54,701,2020-01-28 22:54:41,false,2020-06-03 17:44:19,dc15deef-f219-4138-990f-3bc2323a9ef7,ভাতগ্রাম,Bhatgram,,,409,17,151,1,,0
55,704,2020-01-28 22:54:41,false,2020-06-03 17:44:19,1ab75a5a-89a1-4826-880a-f53741547eba,ফরিদপুর,Faridpur,,,409,43,278,1,,0
56,705,2020-01-28 22:54:41,false,2020-06-03 17:44:19,5d4df688-2650-411f-80cc-0ff345fa098f,ইদিলপুর,Idilpur,,,409,51,378,1,,0
57,706,2020-01-28 22:54:41,false,2020-06-03 17:44:19,1ddee485-e2a6-4543-8d08-d7e1c8e91a73,জামালপুর,Jamalpur,,,409,60,412,1,,0
58,709,2020-01-28 22:54:41,false,2020-06-03 17:44:19,185ff714-2e9e-407f-830e-f145af9ece8f,নলডাঙ্গা,Naldanga,,,409,86,547,1,,0
59,710,2020-01-28 22:54:41,false,2020-06-03 17:44:20,41d270f3-c6a5-4342-b414-7b6e7c4d5b3a,রসুলপুর,Rasulpur,,,409,94,680,1,,0
60,748,2020-01-28 22:54:41,false,2020-06-03 17:44:22,1f25a029-26bc-4888-90e8-2a46bd6b66d3,রাজীবপুর,Rajibpur,,,413,19,672,1,,0
61,753,2020-01-28 22:54:41,false,2020-06-03 17:44:23,e127ec98-ace5-4699-b278-1c3bdc097c34,রানীগঞ্জ,Raniganj,,,414,71,682,1,,0
62,757,2020-01-28 22:54:41,false,2020-06-03 17:44:23,bd014bb2-31aa-4174-980b-0ca5a49742c0,ফুলবাড়ি,Phulbari,,,415,40,608,1,,0
63,758,2020-01-28 22:54:41,false,2020-06-03 17:44:23,417b668c-1622-4f49-a546-68083af6e866,কাশীপুর,Kashipur,,,415,54,441,1,,0
64,801,2020-01-28 22:54:42,false,2020-06-03 17:44:28,f31c8daa-777c-46f6-90a5-4e7c8ea8e608,দুর্গাপুর,Durgapur,,,421,41,210,1,,0
65,830,2020-01-28 22:54:42,false,2020-06-03 17:44:29,7eea04f3-b73e-407b-8001-c4c25b25a232,চন্দ্রপুর,Chandrapur,,,423,29,185,1,,0
66,832,2020-01-28 22:54:42,false,2020-06-03 18:42:34,0bd7dcb2-b35f-4496-8548-14ef6fb79d89,গোড়ল,Goral,,,423,47,311,1,,0
67,835,2020-01-28 22:54:42,false,2020-06-03 17:44:29,381f7e40-07f6-463a-a454-e9167eb4f59f,তুষভাণ্ডার,Tushbhandar,,,423,95,743,1,,0
68,872,2020-01-28 22:54:42,false,2020-06-03 17:44:34,796c5c65-7850-47bc-bc58-70bf18ae2587,শিমুলবাড়ি,Shimulbari,,,427,87,712,1,,0
69,879,2020-01-28 22:54:42,false,2020-06-03 17:44:35,568e0d06-6920-4951-8705-134a79134ef1,মাগুরা,Magura,,,428,60,510,1,,0
70,882,2020-01-28 22:54:42,false,2020-06-03 17:44:35,fb3af60a-204b-431b-a8a9-7b6e102d6a74,রণচণ্ডী,Ranachandi,,,428,94,678,1,,0
71,1048,2020-01-28 22:54:44,false,2020-06-03 17:44:51,14069e6d-a754-4d63-bcd2-dc1a6123a3fa,বড়বাড়ি,Barabari,,,445,21,152,1,,0
72,1049,2020-01-28 22:54:44,false,2020-06-03 17:44:51,951d2b41-5548-45a8-af19-0c8d620b6a82,বড় পলাশবাড়ি,Bara palashbari,,,445,31,143,1,,0
73,1050,2020-01-28 22:54:44,false,2020-06-03 17:44:51,e19a0abe-3b38-456c-a66c-7dcd37a14c09,ভানোর,Bhanor,,,445,42,161,1,,0
74,1052,2020-01-28 22:54:44,false,2020-06-03 17:44:51,fae27029-108e-4f5b-aed4-001b03081e28,ধনতলা,Dhantala,,,445,63,213,1,,0
75,1053,2020-01-28 22:54:44,false,2020-06-03 17:44:51,08d1d6c1-7625-4158-ab34-9e1130bc0c2c,দুওসুও,Duosuo,,,445,73,222,1,,0
76,1054,2020-01-28 22:54:44,false,2020-06-03 17:44:51,a827b145-c1c2-4e0d-b67b-6a810c0e4c73,পাড়িয়া,Paria,,,445,84,611,1,,0
77,1064,2020-01-28 22:54:44,false,2020-06-03 17:44:52,3caa3f0e-f230-43db-849b-47bd0471cf61,হাজীপুর,Hajipur,,,447,43,343,1,,0
78,1065,2020-01-28 22:54:44,false,2020-06-03 18:43:03,6b1a1288-02df-469e-b31a-59dff7407987,জাবরহাট,Jabarhat,,,447,51,410,1,,0
79,1068,2020-01-28 22:54:44,false,2020-06-03 17:44:52,ff9761a9-820b-428a-8edf-e3789c96efc0,পীরগঞ্জ,Pirganj,,,447,77,611,1,,0
80,1081,2020-01-28 22:54:44,false,2020-06-03 17:44:54,aa4ad7b5-1459-4d3e-93dd-bfdea8186038,আউলিয়াপুর,Auliapur,,,449,15,127,1,,0
81,1082,2020-01-28 22:54:44,false,2020-06-03 17:44:54,a7655aaa-a540-440a-abea-4a0159a04ed6,বেগুনবাড়ি,Begunbari,,,449,17,163,1,,0
82,1084,2020-01-28 22:54:44,false,2020-06-03 17:44:54,5261bfa4-a9ce-4f69-93bb-d84ee9542be5,বড়গাঁও,Baragaon,,,449,26,154,1,,0
83,1085,2020-01-28 22:54:44,false,2020-06-03 17:44:54,7c7c11b2-2602-4c79-8dee-06fbf4b225cc,চিলারং,Chilarang,,,449,31,181,1,,0
84,1089,2020-01-28 22:54:44,false,2020-06-03 17:44:55,15cff6c3-f84e-458b-a5b6-830b368cfddc,জগন্নাথপুর,Jagannathpur,,,449,47,416,1,,0
85,1090,2020-01-28 22:54:44,false,2020-06-03 17:44:55,3fd60503-e966-4f0a-80f1-647fed9885b8,জামালপুর,Jamalpur,,,449,52,425,1,,0
86,1091,2020-01-28 22:54:44,false,2020-06-03 17:44:55,03c5a9f5-4eee-4ece-9fa1-fe959febd2d8,মোহাম্মদপুর,Mohammadpur,,,449,58,517,1,,0
87,1092,2020-01-28 22:54:44,false,2020-06-03 17:44:55,7f5eda4c-921b-4680-8321-cc02530561c4,নারগুন,Nargun,,,449,63,551,1,,0
88,1095,2020-01-28 22:54:44,false,2020-06-03 17:44:55,033c71a2-b1b6-4ba3-b703-f2a6cc14b7ea,রাজাগাঁও,Rajagaon,,,449,79,693,1,,0
89,1121,2020-01-28 22:54:45,false,2020-06-03 17:44:58,5c010794-b3e7-4557-ae6c-f9812f12d027,মন্দরী,Mandari,,,452,63,520,1,,0
90,1123,2020-01-28 22:54:45,false,2020-06-03 17:44:58,3f6a463f-7355-4946-ae4d-79aba3e4a141,পৈলারকান্দি,Pailarkandi,,,452,75,613,1,,0
91,1126,2020-01-28 22:54:45,false,2020-06-03 17:44:58,b19841c3-6e64-433e-9d6a-85064e63e4bf,সুবিদপুর,Subidpur,,,452,94,714,1,,0
92,1137,2020-01-28 22:54:45,false,2020-06-03 17:45:00,bb0ae49c-5142-477d-9f2a-0e0e86d0eafb,গোপায়া,Gopaya,,,454,22,307,1,,0
93,1138,2020-01-28 22:54:45,false,2020-06-03 17:45:00,00edd84c-db11-4b08-8847-fb0fbc81897b,লস্করপুর,Laskarpur,,,454,24,473,1,,0
94,1140,2020-01-28 22:54:45,false,2020-06-03 17:45:00,a069fbcc-2161-4843-b669-a40e5153f6d3,নিজামপুর,Nizampur,,,454,38,541,1,,0
95,1143,2020-01-28 22:54:45,false,2020-06-03 17:45:00,fcc314fe-17d3-4369-a5f1-159aabcaaa8a,রাজিউড়া,Raziura,,,454,66,676,1,,0
96,1144,2020-01-28 22:54:45,false,2020-06-03 17:45:00,e7734e16-87df-4a75-9624-66accf4cd6f9,তেঘরিয়া,Tegharia,,,454,95,745,1,,0
97,1148,2020-01-28 22:54:45,false,2020-06-03 17:45:01,5c2aeade-bcf9-4b44-8695-3f9c99b63f25,বুল্লা,Bulla,,,456,34,162,1,,0
98,1186,2020-01-28 22:54:45,false,2020-06-03 17:45:05,07612df6-4056-46f6-ab0e-a4696b0a0779,তালিমপুর,Talimpur,,,458,94,744,1,,0
99,1188,2020-01-28 22:54:45,false,2020-06-03 17:45:06,f08b108c-a6f8-4738-a79f-e768e10aaf33,গোয়ালবাড়ি,Goalbari,,,459,29,308,1,,0
100,1193,2020-01-28 22:54:45,false,2020-06-03 17:45:07,17658a4f-05c4-4af1-83fa-30df4d5e161a,আদমপুর,Adampur,,,460,17,109,1,,0
101,1205,2020-01-28 22:54:45,true,2020-06-03 17:45:08,ebad2e59-a76d-4833-9e76-c0049e116ffc,ব্রাহ্মণ বাজার,Brahman bazar,,,461,17,169,1,,0
102,1215,2020-01-28 22:54:46,false,2020-06-03 17:45:09,a7bf9ea3-111c-437f-814e-6aa47e0d151b,আখাইলকুড়া,Akhailkura,,,462,13,109,1,,0
103,1223,2020-01-28 22:54:46,false,2020-06-03 17:45:10,5ed4e84c-cd12-42a1-89c3-ee1a5cb24f18,মনুমুখ,Manumukh,,,462,65,513,1,,0
104,1224,2020-01-28 22:54:46,false,2020-06-03 17:45:10,067ba27c-74fc-444a-a97e-4d836cb77aaa,মোস্তফাপুর,Mostafapur,,,462,80,522,1,,0
105,1276,2020-01-28 22:54:46,false,2020-06-03 17:45:16,b46fd204-a5ca-42dd-a86b-8b8eb8b69a83,ধর্মপাশা,Dharmapasha,,,468,38,218,1,,0
106,1277,2020-01-28 22:54:46,false,2020-06-03 17:45:16,867950de-d222-4b31-9c58-c6869b1f8e36,জয়শ্রী,Joysree,,,468,47,409,1,,0
107,1278,2020-01-28 22:54:46,false,2020-06-03 17:45:16,d0d57569-68ce-4e1f-95ac-291cf0c8e9d9,মধ্যনগর,Madhyanagar,,,468,57,509,1,,0
108,1279,2020-01-28 22:54:46,false,2020-06-03 17:45:16,0f0a4c4d-3490-45fb-ae92-c800f524c080,পাইকুরাটি,Paikurati,,,468,66,609,1,,0
109,1282,2020-01-28 22:54:46,false,2020-06-03 17:45:16,d96aea35-b0df-4b33-90e8-9881def045f2,উত্তর বংশীকুণ্ডা,Uttar bangshikunda,,,468,90,778,1,,0
110,1318,2020-01-28 22:54:47,false,2020-06-03 17:45:20,86ceb322-727c-4ef7-b1bd-5346881bbae9,বালিজুরী,Balijuri,,,474,10,151,1,,0
111,1368,2020-01-28 22:54:47,false,2020-06-03 18:44:10,178f7e25-83a6-4e25-a860-f72597583100,ইছাকলস,Ichhakalas,,,479,17,374,1,,0
112,1411,2020-01-28 22:54:47,false,2020-06-03 17:45:26,81bb106a-bd4d-4b68-8443-ebae29f552c1,জৈন্তাপুর,Jaintapur,,,484,52,410,1,,0
113,1430,2020-01-28 22:54:48,false,2020-06-03 18:44:37,345c7523-b3c7-4169-bba2-89b22e90403b,জালালাবাদ সেনানিবাস,Jalalabad cantonment,,,671,98,998,1,,0
114,1440,2020-01-28 22:54:48,false,2020-06-03 17:32:31,dc9717ca-21b4-423c-8724-6e567d60e6f2,আমতলী,Amtali,,,1,13,109,1,,0
115,1441,2020-01-28 22:54:48,false,2020-06-03 17:32:31,d2e7a3a4-e964-4bf5-9f6f-cbd52a261a66,আরপাঙ্গাশিয়া,Arpangashia,,,1,15,118,1,,0
116,1444,2020-01-28 22:54:48,false,2020-06-03 17:32:31,d34d698f-2f63-4003-a80d-541bc2ec067c,গুলিসাখালি,‌gulisakhali,,,1,63,,1,,0
117,1445,2020-01-28 22:54:48,false,2020-06-03 17:32:31,3c24faa7-1cdb-430f-9be4-ad5bc2275fcd,হলদিয়া,Haldia,,,1,71,344,1,,0
118,1446,2020-01-28 22:54:48,false,2020-06-03 17:32:31,59437b1e-2ff6-4c41-8cd3-70dc40e496e5,কুকুয়া,Kukua,,,1,87,444,1,,0
119,1448,2020-01-28 22:54:48,false,2020-06-03 17:32:32,956a3f19-12c4-4828-81a3-90feb50a21e2,বামনা,Bamna,,,2,23,142,1,,0
120,1449,2020-01-28 22:54:48,false,2020-06-03 17:32:32,e191d550-b0c2-4d48-b62e-139ae37962a8,বুকাবুনিয়া,Bukabunia,,,2,47,151,1,,0
121,1451,2020-01-28 22:54:48,false,2020-06-03 17:32:32,f8572861-487e-42c0-8f02-fd0599252a5d,রামনা,Ramna,,,2,95,673,1,,0
122,1452,2020-01-28 22:54:48,false,2020-06-03 17:32:32,7564edbb-6ec1-4763-b22c-f4b0372853da,আয়লা পাতাকাটা,Ayla patakata,,,3,17,109,1,,0
123,1453,2020-01-28 22:54:48,false,2020-06-03 17:32:32,40000d8f-fe92-4bbc-8abd-c9a38539459b,বদরখালি,Badarkhali,,,3,19,143,1,,0
124,1454,2020-01-28 22:54:48,false,2020-06-03 17:32:32,36cc7d23-ea90-4d63-9aef-3c68144caaa5,বরগুনা,Barguna,,,3,28,152,1,,0
125,1456,2020-01-28 22:54:48,false,2020-06-03 17:32:32,8561416a-6c20-4b85-8454-63b18862870d,ঢলুয়া,Dhalua,,,3,47,212,1,,0
126,1461,2020-01-28 22:54:48,false,2020-06-03 17:32:33,745c9bc7-bfdf-4a72-8d80-0b8cde1d6ec9,নলটোনা,Naltona,,,3,95,546,1,,0
127,1462,2020-01-28 22:54:48,false,2020-06-03 17:32:33,a6c7c9bc-ca4b-40df-8fc0-440189a5f9ab,বেতাগী,Betagi,,,4,11,142,1,,0
128,1463,2020-01-28 22:54:48,false,2020-06-03 17:32:33,bd0404b0-0e54-438b-b646-a08aaa4c39c4,বিবিচিনি,Bibichini,,,4,23,151,1,,0
129,1464,2020-01-28 22:54:48,false,2020-06-03 17:32:34,7bc53e4e-23ee-422b-b363-e31e65871421,বুড়া মজুমদার,Bura mazumdar,,,4,35,160,1,,0
130,1465,2020-01-28 22:54:48,false,2020-06-03 17:32:34,a07f96f0-919b-489e-b67d-20d70b1f7454,হোসনাবাদ,Hosnabad,,,4,47,343,1,,0
131,1466,2020-01-28 22:54:48,false,2020-06-03 17:32:34,8b10c016-b46c-4411-bce6-f7de055cd5bf,কাজিরাবাদ,Kazirabad,,,4,59,443,1,,0
132,1467,2020-01-28 22:54:48,false,2020-06-03 17:32:34,1300ed01-3ea6-46ee-a40a-59d9ffd18c51,মোকামিয়া,Mokamia,,,4,71,510,1,,0
133,1468,2020-01-28 22:54:48,false,2020-06-03 17:32:34,0fc7f48d-ae62-4f21-b768-fa4104cba308,সরিষামুড়ী,Sarishamuri,,,4,83,709,1,,0
134,1469,2020-01-28 22:54:48,false,2020-06-03 17:32:34,4ceae6f7-c6d1-422c-86e0-adc22899de40,চর দুয়ানী,Char duani,,,5,11,175,1,,0
135,1470,2020-01-28 22:54:48,false,2020-06-03 17:32:35,862a1904-6fba-420e-a93f-165f2fe998ee,কাকচিড়া,Kakchira,,,5,23,440,1,,0
136,1472,2020-01-28 22:54:48,false,2020-06-03 17:32:35,c25827db-9a60-43be-bc91-4e76e740707d,কাঁঠালতলি,Kanthaltali,,,5,47,458,1,,0
137,1474,2020-01-28 22:54:48,false,2020-06-03 17:32:35,1a69c495-e99b-44e9-8550-9a19d7b81a33,পাথরঘাটা,Patharghata,,,5,71,609,1,,0
138,1476,2020-01-28 22:54:48,false,2020-06-03 17:32:36,e3b5f59b-3210-41c2-8bcd-a14587d0cb02,বড়বগী,Barabagi,,,6,39,142,1,,0
139,1478,2020-01-28 22:54:48,false,2020-06-03 17:32:36,5044a8f4-92ad-4a87-b045-894f345ac508,কড়ইবাড়িয়া,Karaibaria,,,6,79,441,1,,0
140,1479,2020-01-28 22:54:48,false,2020-06-03 17:32:36,8c8f2770-0411-4063-b9a0-f0d7bf6c57b8,নিশানবাড়িয়া,Nishanbaria,,,6,91,541,1,,0
141,1481,2020-01-28 22:54:48,false,2020-06-03 17:32:36,d87a4620-c01e-46ef-af9c-6b9f6d5923b5,সারিকখালি,Sarikkhali,,,6,95,708,1,,0
142,1482,2020-01-28 22:54:48,false,2020-06-03 17:32:36,dfc21409-1bd7-49f8-85b0-ec489d2cb0c8,সোনাকাটা,Sonakata,,,6,96,717,1,,0
143,1483,2020-01-28 22:54:48,false,2020-06-03 17:32:36,1e39b16c-7773-4f29-907b-9c15b225bb44,বাগধা,Bagdha,,,7,13,142,1,,0
144,1484,2020-01-28 22:54:48,false,2020-06-03 17:32:36,45c0d0f6-5897-40cc-9db3-10d9ce2ee637,বাকাল,Bakal,,,7,15,151,1,,0
145,1485,2020-01-28 22:54:48,false,2020-06-03 17:32:36,ea44cd03-7370-4ee5-83db-c5988d76ce3e,গৈলা,Gaila,,,7,47,309,1,,0
146,1487,2020-01-28 22:54:48,false,2020-06-03 17:32:36,2b80f68e-2a57-499e-a611-2a606864b447,রত্নপুর,Ratnapur,,,7,87,682,1,,0
147,1490,2020-01-28 22:54:48,false,2020-06-03 17:32:36,181f6c39-09c4-4dbc-8101-1356ea99bf40,চাঁদপাশা,Chandpasha,,,8,27,175,1,,0
148,1491,2020-01-28 22:54:48,false,2020-06-03 17:32:36,668540ec-d8c6-4e43-8cf4-c40924e49624,দেহেরগতি,Dehergati,,,8,40,209,1,,0
149,1492,2020-01-28 22:54:48,false,2020-06-03 17:32:36,0a092bcd-c69b-4bdf-b31f-2b6fe030ad4d,কেদারপুর,Kedarpur,,,8,54,442,1,,0
150,1494,2020-01-28 22:54:48,false,2020-06-03 17:32:37,cdc0e6cc-866d-47a2-acf1-78fb6cd8c12d,রহমতপুর,Rahmatpur,,,8,81,675,1,,0
151,1496,2020-01-28 22:54:48,false,2020-06-03 17:32:37,1a54b8d9-5be7-415a-92d7-a3d6a9ef67db,চরাদি,Charadi,,,9,13,176,1,,0
152,1498,2020-01-28 22:54:48,false,2020-06-03 17:32:37,ba0a0c5b-84d5-4bae-baf9-f51dd3e931a6,দাড়িয়াল,Darial,,,9,27,211,1,,0
153,1499,2020-01-28 22:54:48,false,2020-06-03 17:32:37,bc7086dd-51d5-4e21-bd55-5fda36fc9231,দুধল,Dudhal,,,9,33,220,1,,0
154,1501,2020-01-28 22:54:48,false,2020-06-03 17:32:37,833355a2-7141-41af-a34c-edb507219a1a,ফরিদপুর,Faridpur,,,9,47,280,1,,0
155,1502,2020-01-28 22:54:48,false,2020-06-03 17:32:37,d10d10e0-4912-4f8e-9769-73f9e442910b,গারুড়িয়া,Garuria,,,9,54,314,1,,0
156,1503,2020-01-28 22:54:48,false,2020-06-03 17:32:37,7fb461e6-80bf-4595-a4d0-95a7ea794d03,কবাই,Kabai,,,9,61,447,1,,0
157,1505,2020-01-28 22:54:48,false,2020-06-03 17:32:37,0f3a2ca7-0fb4-4c62-bb04-b57cd048a105,নলুয়া,Nalua,,,9,74,548,1,,0
